.tr
.us
.tt
.tv
.vu
.tw
.tz
.uy
.uz
.za
.wf
.ye
.zm
.ws
.yt
.zw
ABC	185
Aba	80
BBC	177
bab	107
báb	77
Bag
bah
Baj	84
Bak	23
Cák
bal	121
báj	1
bál	189
cal
Bán	139
Bár	252
bar	125
cár	120
Ács	67
Bát
Bay	14
Ada
Bea	125
Béb
adá
áfa	160
add	198
bee
béé
beh
bég	17
cég	3
céh	23
Ádi
Bek
Bél	62
adj	155
bej
bel
bék
cél	192
Bem	159
Ben	33
adó	250
Bér	206
BÉT	142
adu
cet
Ady	230
Aga
Aha	150
Bia
CIA	105
ahá
Ága	193
CGI
agg	68
Ágh
Ági	169
bio	27
cin
cím	211
Ágó
air	20
bír	239
bit	17
Ágú	24
agy	228
biz	132
bíz	116
ágy	229
Aka
alá	253
Ája
ála
Ájé
áld
álé
aki	117
ajk
alj
áll	47
BKV	230
akt
alt
ált
Bob	112
ama	224
boa
BME	204
Bod	8
ami	251
bog
bőg
Ámi
bók
bök
col
bon
bőn
bor	60
bór
bőr	241
cos	20
Amu
Ant
BNV
Bot	162
BMW	196
Boz
any
boy
Apa	76
Apc
ara	13
arc	227
asa
ára	182
BSD
asé
ásd
API
asi
apó	34
cső	209
ásó
ASP
CSS
ars	129
brr
áss
apu	103
art	107
ast
árt	238
áru	240
árú	198
asz
ász	26
búb
Áta
Bud
búd
búg
BTK	171
búj
Bun
Cun
búm
bűn	244
cum	51
ávó
búr
bús	159
bút
aty
búz
bűz	77
azé	161
azo
ázó
azt	92
ázz
Dab
dac
Dad
ebe
fád
fáé
FBI	89
Fái	87
dag
ebi
fai
Dál
Eck
FÁK	30
Fáj	122
dal	221
dák
faj	237
fal	238
Dám
dán	88
fan	7
fám
fán	174
far
fás	127
fat
fát	232
fax	52
Ede	216
edd
fed	60
EEG
Del	37
Fél	219
dél	134
fej	233
fel	18
fék	149
fen
fém	222
Dér
Dés	57
fér	226
DDT
edz
fez
dia	2
fia	137
Ege
Ége
égé
éhe
fii
égi	42
díj	170
égj
din
dió	183
ego	150
fin	176
égő	220
fit
fiú	204
egy	204
fix	226
égy
élc
eke	39
elé	252
éje
éke
éké
éld
éle	115
EKG	46
dkg	236
éji	86
éli	227
élj	84
elő	57
élő	121
ejt	152
elv	236
éjt	98
élt	41
élv
élű
dob	5
döf
eme	127
föd
éne
Doh
dog
dög	112
fog	253
éni
dók
dől	210
fok	238
föl	104
fők
Don	197
dóm	12
fon
főm
DNS	168
DOS	134
dór
dós
fos
fős	245
emu	30
főt	235
ént	70
DNy
főz	141
Ény
éra
érc
FSF
epe
erd
ere
esd
Érd	109
ére
ése
esi
éri	246
érj
erő	90
eső	9
érő	235
ess
épp	226
est	190
ért	251
érv	216
ést
esz
ész	225
dúc
eva	59
Éva	243
éta
DTD
DVD	204
Ete
été
éve	44
évé
dug
düh	158
Évi	146
éti
dúl	94
dűl
fuj
fúj	197
fúl
fül	192
FVM	233
dum
duó	52
evő
FTP	52
Für	39
dúr
dús	201
fúr
fut	239
fűt
Dux
fűz	155
ezé
ezt	60
hab	166
Gád
had	151
Hag
hah
hág
Gáj
Gál	84
Haj	209
hal	239
háj
hál	18
IBM	199
ham
hám
ian
iám
has	168
háp
Gát	168
Icu
hat	224
hát	252
iát
Háy
gaz	127
gáz	238
ház	240
iáz
Géc
Ida	126
héé
idd
ide	129
geg
heg
heh
hei
ifi	88
gél
hej	124
héj	60
geo
gém
gén	174
hem
idő	122
GDP	234
gép	247
HÉV	1
Hét	200
géz
hez	15
héz
iga
GIF
híd	78
ige	207
híg	148
iii	236
híj
Him
Hím	206
gin
Hir
hír	242
HIV	176
hit	201
hiu
hiú	167
hív	217
így	253
Ila
hja	24
íja
Ilk
ily	210
góc
göb
hoc	180
ima	203
ina
hód
hőé
ind
íme	215
Imi	4
gói
gőg	89
ing	8
HÖK	202
gmk
gól	183
hol	243
Inn
hmm	98
hon
hón
hőn	96
ion	24
ión
hós
hős	252
GNU	227
gnú
gót
hot
hót
hőt	178
int	101
ínt
gőz	171
hoz	247
íny
ipa
írd	214
isi
GPL
írj	139
GSM	218
ISM	126
ISO	171
író	247
GPS	186
Ipp
irt	22
írt	251
HTC
hub
íve	67
GUI
huh
húg
huj
húj
hűl
Ivó
hun	101
hűn
ívó
húr	42
hús	5
hűs	139
hűt
itt	113
ívű	130
húz	200
Iza
izé	145
íze	215
ízé
gyí
ízt	122
ízű	200
izz
Láb	227
Lad
kád	120
Lai
Ják
Kak
Kál
Lak
Lák
jaj	209
jak
kal
kák
Jan	97
Kám
Kán	48
Lám	155
Lán
kan	151
Káp
Las	6
jár	252
kap	93
kar	241
kas
kár	222
kás
lap	66
láp
Lau
Lát	246
ját
kát
lat
Láz	205
káz
lea
léc	104
Lee	30
léd
Lég
jég	214
keh
Kek
Kék	192
jel	155
kel	213
kéj	61
kél	115
lej	15
lel	100
lék
Leó	163
jen	82
ken
kém	60
kén	89
len	3
lém
lén
Kér	241
Les	53
jer	114
kép	148
kés	193
lep	11
lép	250
lés
kft	93
két	89
lét	237
kéz	234
KGB	76
kid
kié	127
líd
kii
kik	205
lik
kim	11
kin	10
kín	106
Kis	239
kit	164
lív
kHz	11
kló
Jób	135
kóc
köb
lob
Jód	32
Köd	202
jóé
kód	243
lóé
jog	61
jói
log
lóg	196
Kol	39
Lok
Lók
Lök
jók	47
jól	245
Joó
KÖM	55
jón
jön	190
lom
lón
lőn	131
Los	178
jós
kor	114
kos	8
kór	169
köp
kör	224
lop	106
lós
jót	101
köt	239
lót
köz	209
LSD	55
JPG
luc
lúd	42
Luh
juh	145
lui
lúg
juj
luk
lük
kun	46
Kup
kúp	111
kúr
Jut	102
kút	212
Lux
Mac
Mad
nád	129
Mág
Obi
mag	213
mai	207
mái
Mál
Nak	165
máj	24
mák	73
nál	4
Man
Mao
mám
mán	124
mar	164
már	133
más	32
nap	49
Öcs
MÁV	244
NAT	221
mát
May
máz
Nec
oda	196
óda
méd
MÉH	172
meg	181
még	95
MEK	140
NDK	120
nej
nél
mén
nem	241
OEP	225
mer	17
mér	151
nép	80
net	68
név	233
odú
óév
New	33
Ney
mez
méz	201
néz	246
mid
mié
mii
míg	244
Nil
mik	187
Ohm
mim
min	94
ohó
Nis
mis
mit	106
MHz	115
mix
Ola
oka	31
óla
Old	114
oké	128
öld
öle
Oli
oki	124
óli
öli	43
ölj	54
ölő
Olt
ojt
ólt
ölt	213
oly	173
Noa
móc
óna
Mme
Noé	133
Ond
mód	246
nőd
nőé
öne
öné
Moh
női	175
öni
MOL	194
mól
nőj
nők	169
Mon
OOo
non	126
nőm
nőn
Mór	31
OOP
mos	101
nos	204
nős	142
nőt	237
ont
ónt
önt	205
óra	5
őrá	118
Mrd	230
őre	101
őse	129
ősi	97
Mrs	81
orr	175
Örs	135
őrs
orv
örv
őrt	101
őst
Osz
ősz	46
MTA	233
óta	253
óva	98
óvd
öté
öve
övé	220
ovi
övi
múl
óvj
mún
ovo
óvó	123
MTV	229
mút
ott	15
out	62
Ozt
nyű
Ózt
pác
rab	146
Rad
Rád	146
Sad
pad	169
Ság
rag
rág
sah
Pál	148
Raj	1
Sal
rak	130
rák	102
sál
RAM	48
Rám	127
San	192
Sao
pán
sam
Pap	155
Rap
Rás
Sas	127
Sáp
Sár	146
pár	233
sás
Pat
Rát
pát
sav	66
sáv	214
Paz
Ray
Sax
Say
ráz
Rea
reá	215
seb	187
sec	220
Red	33
séf
Ség
rég	95
Sék
pej
pék	78
sej
Rém	59
Sém
rén
sem	110
per	228
pép
rés	158
ser
Pét
Rév
Sét
rét	172
Rex
réz	180
sex	4
pia	50
sic	129
PhD	198
pid
pii
pik
sík	88
PIN	32
Rio	79
Sió	110
pim
rím	13
sin
sín	71
PHP	150
Sir	142
pis
píp
pír
síp	2
sír	224
pit
sít
piz
pld	62
Poe
röf
sód
Rog
rög
sói
Pók	137
Sol
pök
rój
sok	250
sók	45
ROM	51
Som
sóm
són
RNS
SMS	14
SOS
pop	47
por	223
pór
pör
rop
sor	6
sós	27
sör	224
Pót
rőt
sót	209
sőt	248
póz	1
sóz
Sri
pro	12
PVC	164
pub
rúd	177
rúg	129
rüh
súg
sül	115
Rum	46
Sun	118
pun
pún
quo	15
sün	11
Rus
púp
rút	129
sut
süt	204
szi
szí
szó	215
sző
SZU
szú
TBC
Tab
Vád	209
vad	29
Vág	197
tag	54
tág	207
TCL
Vál
taj
tal
táj	237
tál	174
vaj	188
vak	19
váj
Ván
tam
tan	88
tám
tán	160
van	176
vám	169
Tar	126
Tas
Táp	61
Vas	209
Vár	178
tár	169
var
Tát
Vát
tat
táv	161
vau
Vay
váz	146
Ufa
tea	215
véd	194
üde	112
vég	208
Tel	142
tej	236
tél	232
vej
vél	83
Teó
ufo
ufó
vén	2
Tés
tép
tér	56
ver	176
vér	20
vés
Tét	201
tév
vet	229
vét	78
üdv	181
TeX
téz
Vid
Vig
víg	116
tik
tim	7
vim
TIT	121
VIT
uhu
vív	54
tíz	227
víz	120
úgy	3
ügy	247
úja
üke
üld
üli
ujj	93
ülj	12
Ulm
ülő	229
ült	242
Tód
Tóé
Und	181
töf
Tói
Ung
Tok	130
Tök	94
tol
tól	20
Tom	141
Tóm
Tón
töm
tőn
von	228
vőm
vőn
ünő
top	41
tor
tör	217
tőr	65
Tot
Tót	58
unt
USA	239
Ura	184
úra
tré
úré	99
üsd
URH	37
Uri
Úri	201
URL	161
Urr
üss
úrt
úrú
ürü
üst
űrt	135
tsz	22
úta
tud	120
úté
úti	16
üti	150
Vuk
túl	226
tűk
utó	76
ütő	155
Tur
Túr
tus
tűr	103
tűs
tűt	96
Tuz
tűz	96
Uzd
Uzi
űzi	93
űző
tyű
űzz
zab	35
zaj	68
záp
zár	213
web	139
zék
zen	130
zém
zén
zés
zét
WHO	182
Wix
XML	50
Zók
wok
zöm
zrí
ZTE	38
zug
zúg	67
zűr
zúz
XXL
-ban	174
-ben	187
.biz
-ből	10
.com
.edu
-éig	10
-gal	140
.gov
.int
-hoz	3
-kal	32
-jei	10
-jén	10
-jét	10
-ket	10
-kor	10
-nak	170
-nál	48
-mel	10
-nek	160
-nél	51
-nem	45
-met	10
.net
.org
-sal	10
-ról	33
-val	51
-vel	121
-től	10
Baca
Bába	87
abba	99
baba	13
abbé
Bach	184
babi
baci
Back
Baál
Abám
Bács
Abát
bábu	105
bábú
Bada
Café	101
Abel
acél	213
Ábel	139
Abet
Baga
Bagi
bagó
Baja	199
Baka
Bala
bája	26
bála
Balf
Báld
Baki
Bali
báli	58
cajg
cájg
ball
cakk
Bakó
Bajt	213
Baku
balt
bájt	65
bált	81
Bana
Bána
Band	42
Bánd
Báni
Bánk	189
bank	241
bánj
bánó
Bánt	199
Bára
Capa
bara
basa
cápa	67
cára
ábra	245
Cape
bárd	52
cáré
Ácsé
Bári
bari
cári	101
Ácsi
Carl	39
báró	194
Bars
Bass
Bart
Bárt
Capu
cárt
Bary
báva
Bató
Baum
báty
Bayt
Beáé
Bébé
Cece
bead
bece
Adai
Bébi	10
adag	223
cech
Beck	50
Adam	46
Adám
Bebo
becő
cécó
Ádám	234
Bécs	205
adás	209
becs
beás	54
Adát
Beát
adat	246
beat
áfát	172
ádáz	118
céda
cédé
Bédi
beég
Adél	31
Aden
Beer	33
beér
Áder	174
befú
cége	213
cégé
céhe
cégi
beír
begy
Béla	17
adja	163
béka	124
Beke	56
Béke	180
Béle
bele	98
belé	195
béké
Béli
Bell	5
Béll
bekk
belő
Bélt
célt	243
célú	245
Béna	148
adna	199
adná	146
Bene	14
Bené
adod	127
adóé
Beni
Béni	33
adni	252
adói
adok	231
adók	228
adom	223
adón	11
benn	202
benő	24
adós	201
Bent	126
adót	241
cent	43
Benz
bérc
Bere
Bére	154
Berg
Bern
Bért	172
adsz	182
Béta	122
adta	250
adva	225
adud
adui
ceti
aduk
beül	87
adum
adut
betű	237
beüt
bézs
Adyt
cica	188
Ágba
Agáé
bibe
bice
Agai
bibi
cici
Ágai	133
ágak	211
ágál
Agán
Ahám
Bibó	164
cián
Ágán
ágam
agár
Ágas
Agát
Ahát
Ágát	109
ágat	146
Aida
bidé
chef
AIDS	203
ciha
Ággá
bige
cigi	157
Ágig
aggó
chip	10
áhít
bika	119
bili
ciki	144
Bill	143
cikk	189
cine
címe	84
cini
ahol	238
cink	91
Ágok
Cion
bimm
ágon	154
bios
cint
című	253
Ágot
bíra
ágra	99
bírd
Biri
bírj
Biró
bíró	200
cipó
cipő	206
birs
bírt	203
aisz
cisz
Bite
Águk
bitó
city	148
agya	165
biza
Ágya	147
agyé
bízd
agyi	181
bizi
ágyi
bízó	25
agyú
ágyú	69
bízz
Alba	96
akác	80
álca
BKÁE	131
akad	85
alád
Akai
alág
Ajak	15
ajaj
alak	228
alám
alán
Alap	240
akar	26
akár	239
Akát
Áját
aláz
alfa	52
áldd
alél
áldj
áldó
Alex	65
alga
akid
akié
alig	233
akik	241
akim
akin	122
akis
akit	213
Aliz
Alíz
Ajka	96
akla
alja	162
Ájjá
álja
álla	98
ajjé
allé
álld
Akli
állj	98
álló	253
ajkú	138
akku
alku	162
állt	252
állú
akna	163
alma	36
álma	201
alói
álmi
akol
alók
alól	249
álok
alom	13
alóm
Ájom
álom	237
Ákos	227
akót
álmú
akóz
Ájra
aksi
alpi
alsó	99
Ajta
akta
alva
club	208
ajvé
akté
alul	222
Ájul
Alto
Alun
Blum
ajtó	242
alvó	189
akut	180
blúz
ajzó
Boba
coca
Bobé
Anci
Bobi
boai
boci
coci
boák
boám
Bocs	193
boás
boát
amaz	151
boáz
Anda
Boda	32
Bodé
Bódé
ámde	135
Andi	81
Bódi	156
Amen	40
Bodó	12
ámen	201
body
boga
amid
amié
Angi
Bogi
amig	153
amíg	243
amik	243
amil
anil
Bohm
Bőhm	90
amim
amin	235
bohó
bőgő
Bohr
amis
Ámis
amit	245
ámít
amiz
bögy
Boja
Bóka	50
boka
bója
cola
Cold
bólé
bökd
Böki
coki
coli
Böll
bökj
Bojt
bolt	210
böjt	158
colt
Boly
Bóly
Anna	236
Bóna
bona
bonc
comb	140
anód
Anni
bong
boni
Bonk
Bonn
anno	129
Ámor
Ámos
bont
boot
bora	77
bóra
bőre	201
copf	21
Bori	31
bőri
Cork
Born
Bors	180
bort	234
ború
bórt
bórú
bőrt	215
bőrű	155
Borz
bősz
Cote
Anti	2
Both
ámul
Amur
anus
anya	163
anyó
Bozt
anyu	109
boyt
Apca
Csáb
arab	35
arca	69
asba
árba
Apád	145
Apáé
Arad	122
Brad
Csád
apad
arád
árad	194
Apci
Apái
apai	175
arai
arci
arái
asai
árai	187
Apák	165
Arak
Aral
Csák	74
arák
csaj	189
csak	186
csal	139
árak	111
Apám	202
Apán
Csán
arám
csao
csaó
áram	221
árán	232
Csap	194
apás
csáp
áras	83
ásás
Apát	190
Csát
arat	120
arcú	200
arát
asát
csat
csau
árat	231
árát	238
ásat
áraz
APEH	234
cseh	196
Csek
Csék
csel
Ardó
Csém
csen
Csep
Csép
Csér
cser	76
ária
asig
Csik
Csík	148
apin
argó
csín
csip
csíp
apit
brit	100
ásít
Csiz
Csíz
apja	169
Árka
árja	16
Csjt	132
Arma
ásna
ásná
asod
csőd	166
ásod
ásód
Csög
ásni	94
ásói
asok
csók	181
csök
Árok	176
ápol	60
ások
ásol
ásók
Arnó
Brno
asom
ason
bróm
Áron	214
árom
ásom
ásóm
Apor	94
Csór
após
csőr
áros
apót
ásót
árny	6
arra	247
asra
árpa	126
árra	38
ássa	3
Árpi	108
apró	175
brrr
assz
Árva	200
ásta
ásva
apud
apué
csúf	114
csüd
árud
árui
asuk
csuk
áruk	236
árul	143
apum
apun
ártó	140
árum
árun
apus
csup
csűr
árts
árus	41
aput
árut	226
árút	48
Csúz
ásza
aszu
aszú
ászt
buca
cucc	184
átad	20
Buci
bubi
búbó
avar	153
avas
avat
bubu
Buda	212
büfé	191
Audi	174
budi
átég
búék
átél
átér
buga
búgj
búgó
átír	217
Aviv
Buja	118
atka
aula
bula
búja
cula
átka	39
buké
bújd
Buki
buli	218
cuki
bukj
bújj
bükk	75
bukó
bújó
átló
Bujt
bújt	179
Cuna
Cúna
bűne	180
Cuni
cumi
átok	189
ától
atom	155
bumm	4
cumó
ávós	9
Bunt
Cunt
bűnt	215
Atsa	17
Bura
Busa
aura	82
búra
Burg
Bush	209
Cupp
Buru
busz	231
buta	210
buti
avul
átül
autó	214
búvó
bütü
átüt
Atya	232
Búza	213
bűze
buzi	132
azám
ázás
azaz	234
Axel	235
azén
azét
ázik
ázna
ázni
azok	246
ázol
azon	238
ázom
azót
Byrd
ázva
byte
Azur
azúr
azzá	199
daca
fába	118
ebbe	223
ebbé
faág
écát
Dada
dádá
Ebed
ebéd	149
Dadi
ebei
ebek	126
faék
ebem
eben
ében
éber	173
ebet	105
ebét
ecet	36
fáét
Dága
Fáid
dagi
fáig
Fáik
Fáim
Fáin
echo
echó
fair	97
Fáit
fait
fagy	181
Fája	113
dala	75
faja	65
fala	171
falc
Dale	80
dalé
ebje
fajd
fajé
fald
dali
faji	210
fali	132
Falk
dall
fakk
falj
fájj
fájl	50
dákó
fakó	116
faló
fájó	189
fals	5
Dált
Fájt	207
Fájú
dalt	199
fajt	169
fajú	12
falt
falu	249
falú	161
Dáma	3
dana
fáma
Dani	165
fani
Dank
fánk
Damo
dánt
fant
Dara
fara
fára	183
Fári
fari
fark
Faro
farm	14
daru	79
fart
farú
fasz	46
fata
fává
fati
ebük
ebül
faun
faxa
fázz
deci	132
deák	22
Edde
fedd
dédi
fedi	209
Eden
dedó
fedő	169
éden	14
Edés
édes	157
Edét
Eddy
eddz
Fein
Edit	208
Féja	78
deka	135
Dele
Feld
Félé
fejd
feje	34
fejé
fele	248
felé	253
féke
féké
féld
féle	232
Deli
Féli
déli	193
feji
Dell
fejj
félj	188
fejő
félő	109
Delt
Félt	206
délt
fejt	162
fejű	153
fekü
felt
Edna
Deme
fend
fene	205
fémé
feni
demó
fenn	249
fent	106
fény	125
férc
fesd
Déri	125
Feri	198
férj	234
depó
fess
Dért
Dést
derű	123
fest	195
fért	208
fésű
Déry	64
desz
Fete
Edus
fett
edzd
edzi
edző	216
fezt
Fiad	104
diád
fiáé
égbe	159
fiai	213
Dick	23
diák	29
egál
fiak
fial
Egan
dián
fiam	122
fián
Fias
dics
Fiat	144
diát
fiát	158
Diaz
eged
éged
didi
difi
Égei
egek	75
égek
éhek
Egén
egem
égen	210
éhen	176
Eger	212
eges
egér	215
éger
égés	133
éhes	33
Egét
eget	206
ehet	58
Égét
éget	84
éhet
éhét
éhez
égig	130
digó
Egis	6
díja	236
fika
filc
filé
dili
Filó
film	140
díjt
dine
egód
égne
dini
fing
égni	37
EHÖK	104
diók
egók
fink
fiók	130
égők
Egon
dinó
dióm
dión
egóm
finn	44
Diós
egos
dint
diót	151
egót
égöv
égőt
fira
égre	195
Egri	192
diri
dirr
disz
dísz	65
fisz
égsz
díva
fiúd
fiúé
égve	28
fiúi
fiuk	93
fiúk	29
égül
éhük
dívó
fiúm
fiún
fiús	1
fitt	31
fiút	31
Fitz
fixa
egye	112
egyé
fixe
fizu
Elba
elad
éjbe
élce
elán
elás
ékfa
ekéd
eléd	92
éjed
éked
éled	82
elég	241
ékei
ékéi
élei
Elek	204
ekék
elél
éjek
ékek
élek	236
ekém
ekén
elem	243
elém	196
éjen
éjén
élem	141
élen	213
élén	232
Ekés
ekép
elér	146
ékes	160
éles	102
élés	102
eket
ekét
éjét
éket
ékét
élet	24
élét	70
élez
ejha
éjig
ékig
élig
élik	205
ekhó
flip
elit	232
ékít
Ella
éjjé
élje	49
eljő	53
ellő
ékkő
elme	211
előd	57
élne	159
élné
élőé
élni	111
elöl	107
elől	247
élők	244
Elmo
ELMŰ	96
élőt
előz
éjre
ékre
élre	71
elso	137
első	14
élsz	202
ELTE	235
elve	235
élte	218
élté
élve	236
ejti	129
elvi	236
elül
élük
ejtő	111
ejts
elvű	56
elüt	92
elűz
Elza
főbb	171
dobd	31
dobé
főbe
foci	199
főág
dobj
Dobó	60
Doby
döfd
éned
döfi
födi
énéi
döfj
emel	191
ének	219
dodó
döfő
énem	41
énén
emez	10
doga
foga	168
dögé
fogd	4
fogi
főig	30
Emil	193
Fogl
fogj
fogó	68
emír
fogú
fogy	140
dóka
foka	194
fóka
fold
föld	246
föle
fölé	244
énje	80
doki	18
foki
dokk
dőlő
emlő	76
Folt	82
dőlt	216
fojt
fokú	235
Dona
Emma	51
domb	190
Döme
enne
enné
fond
Domi
Doni
dong
döng
enni	237
főni	85
fonj
Énok
Fonó
fönn	176
Dont
dönt	248
font	16
fönt	156
főmű
Dóra	154
Ford	191
dőre
emse
főre	239
énre
Dori
Dóri
fosi
fosó
forr	75
foss
fost
fórt
föst
Dory
ENSZ	235
fóti	44
emuk
énük
fotó	86
főúr	16
emut
főtt	211
főút	220
doxa
főzd
enyh
foxi
főzi
főző
enyv
érce
Drag
eped
ered	232
Érde
éred
erei
Érdi	9
erek	156
esdj
esek
esel
esék
épek	13
érek	186
ések
epém
erdő	143
erem
esdő
esem
épen	156
érem	175
ésén
eper	45
epés
eres
esés	133
érés	101
epét
eret
erét
eset	248
épet
Frey
erez
érez	228
ésez
Erie
fríg
Erik	115
esik	86
érik	228
ergo	72
épít	229
friz
fríz
érje	190
Erki
eskü	138
Erna
erőd	147
erőé
esne	142
esőé
érme	106
érne	134
érné	107
drog	206
erői	160
esni	207
esői
érni	235
erők	244
esők	102
Drom	159
Erno
ernő	225
erőm	160
erőn
esőn
érőn
erős	207
esős	191
drót	86
erőt	12
esőt	155
erre	251
esse
éppé
érre
érsz	121
este	230
esve	81
érte	250
érve	214
esti	144
érti	238
épük
épül	246
érül
értő	210
érts
drúz
esze	203
észé
eszi	164
érzi	248
érző	191
eszű	49
észt	174
dúca
Duce
fűbe	23
Évád
Éváé
évad	184
évbe	45
Dubi
duci
etán
evám
eván
Évám
Éván
etap
evát
Évát	125
étát
Duda
fúdd
éved
évei	190
Etel
étek
étel	233
évek	196
ével
évem	57
éven	250
évén
Etes
eves
evés	185
éter	8
éves	122
Etét
etet
evet
évet	247
évét	201
evez
fuga
fúga
Füge
dugd
dühe
dugi
függ	252
évig	250
dugj
etil
dugó	115
düht
Évit	60
Duka
fúja
dúld
fújd
füle	203
fülé
étke
füli
dúlj
fujj
fújj
fúlj
dúló	62
dűlő
fújó
fúló
dúlt	34
fújt	156
fúlt
fülű	8
Duna	246
Etna
duma	98
Dund
dumé
dűne
evoé
Funk
Eton
dump
duót
evőt
fura	93
Füre
fusd
fúrd
fűre	36
étre
évre	251
fusi
fúrj
fürj
euro	60
euró	2
fúró
durr
fuss	38
Fürt
fúrt	105
füst	80
ette	86
etűd
füve
évvé
füvi
fűti
évük
évül
futó	234
fúvó
fűtő
fűts
fútt
fűzi	152
fűző	8
ezaz
ezek	253
ezen	252
ezer	162
exet
ezét
Ezra
ezre
expo	34
expó
ezzé
iába
icce
Gabi	141
Gaál	145
Haan
Gács
Haar
Haas
habú
hada	124
hadd	221
hadi	172
Hága
haha
hágd
hagi
hágj
Hahn
Hágó
hahó
hagy	233
Gála	24
haja	220
hala
hája
hála	180
Hajé
hald
half
halé
Gáli
Haji
hajh
hali
gall
halj
halk	12
hall	206
hálj
Hajó	38
haló	174
háló	208
Gált
Hajt	208
hajú	207
halt	238
hált
galy
háma
gané
gang
hang	12
hamm
Hans	126
Hant
hamu	131
hamv
hánt
Ganz	131
Gány
Hany
hány	219
Gara
Harc	238
hara
hasa	169
hasé
Hari
hasi	156
hápi
Hárs
hars
hass
hast
hasú
Harz
Hász
hata
hava
háta	222
GATE
Gáti
havi	108
háti
Gaul
ható	230
hátú	36
gaza
gáza
haza	101
háza	220
házé
gazi
házi	53
Háyn
gazt
gázt	197
házt
hecc
Gebe
hébe
geci
Idák
Idám
Idát
idea	83
ideg	21
idei	249
idén	239
héét
idéz	207
gége
hege
hehe
hegi
Heim	34
Hein
Hegy	229
héja	130
ifja
Hell
heló
